tile,tp,fp,fn,tn,iou,precision,recall,f1
chimanimani_s2_1223.h5,47,362,41,15934,0.1044,0.1149,0.5341,0.1891
chimanimani_s2_1390.h5,77,284,116,15907,0.1614,0.2133,0.3990,0.2780
chimanimani_s2_1390.h5,8,0,398,15978,0.0197,1.0000,0.0197,0.0386
chimanimani_s2_1264.h5,176,179,218,15811,0.3072,0.4958,0.4467,0.4700
chimanimani_s2_1222.h5,0,394,0,15990,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,65,358,36,15925,0.1416,0.1537,0.6436,0.2481
chimanimani_s2_1041.h5,48,19,375,15942,0.1086,0.7164,0.1135,0.1959
chimanimani_s2_1390.h5,412,137,255,15580,0.5124,0.7505,0.6177,0.6776
chimanimani_s2_1264.h5,20,0,392,15972,0.0485,1.0000,0.0485,0.0926
chimanimani_s2_1041.h5,2,276,113,15993,0.0051,0.0072,0.0174,0.0102
chimanimani_s2_1041.h5,0,290,96,15998,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,75,205,180,15924,0.1630,0.2679,0.2941,0.2804
chimanimani_s2_1019.h5,0,383,0,16001,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,135,243,16006,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,15,0,378,15991,0.0382,1.0000,0.0382,0.0735
chimanimani_s2_1295.h5,133,179,198,15874,0.2608,0.4263,0.4018,0.4137
chimanimani_s2_1295.h5,161,281,94,15848,0.3004,0.3643,0.6314,0.4620
chimanimani_s2_1223.h5,26,22,352,15984,0.0650,0.5417,0.0688,0.1221
chimanimani_s2_1295.h5,173,128,242,15841,0.3186,0.5748,0.4169,0.4832
chimanimani_s2_1223.h5,0,0,370,16014,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,18,163,206,15997,0.0465,0.0994,0.0804,0.0889
chimanimani_s2_1264.h5,0,365,0,16019,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,82,100,264,15938,0.1839,0.4505,0.2370,0.3106
chimanimani_s2_1223.h5,330,151,211,15692,0.4769,0.6861,0.6100,0.6458
chimanimani_s2_1041.h5,46,19,339,15980,0.1139,0.7077,0.1195,0.2044
chimanimani_s2_1222.h5,71,144,212,15957,0.1663,0.3302,0.2509,0.2851
chimanimani_s2_1041.h5,0,349,7,16028,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,354,0,16030,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,245,49,302,15788,0.4111,0.8333,0.4479,0.5826
chimanimani_s2_126.h5,59,1,349,15975,0.1443,0.9833,0.1446,0.2521
chimanimani_s2_126.h5,26,307,39,16012,0.0699,0.0781,0.4000,0.1307
chimanimani_s2_1223.h5,138,240,104,15902,0.2863,0.3651,0.5702,0.4452
chimanimani_s2_1264.h5,5,322,22,16035,0.0143,0.0153,0.1852,0.0282
chimanimani_s2_1222.h5,0,325,18,16041,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,302,38,16044,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,155,34,305,15890,0.3138,0.8201,0.3370,0.4777
chimanimani_s2_126.h5,7,8,331,16038,0.0202,0.4667,0.0207,0.0397
chimanimani_s2_1019.h5,22,81,257,16024,0.0611,0.2136,0.0789,0.1152
chimanimani_s2_1041.h5,0,333,0,16051,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,624,111,222,15427,0.6520,0.8490,0.7376,0.7894
chimanimani_s2_1041.h5,48,46,286,16004,0.1263,0.5106,0.1437,0.2243
chimanimani_s2_1019.h5,25,7,323,16029,0.0704,0.7812,0.0718,0.1316
chimanimani_s2_126.h5,38,136,193,16017,0.1035,0.2184,0.1645,0.1877
chimanimani_s2_1222.h5,44,0,328,16012,0.1183,1.0000,0.1183,0.2115
chimanimani_s2_1222.h5,0,327,0,16057,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,327,16057,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,13,17,309,16045,0.0383,0.4333,0.0404,0.0739
chimanimani_s2_1295.h5,92,274,52,15966,0.2201,0.2514,0.6389,0.3608
chimanimani_s2_1390.h5,69,234,92,15989,0.1747,0.2277,0.4286,0.2974
chimanimani_s2_1222.h5,0,0,326,16058,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,326,16058,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,325,16059,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,42,52,272,16018,0.1148,0.4468,0.1338,0.2059
chimanimani_s2_1295.h5,5,0,323,16056,0.0152,1.0000,0.0152,0.0300
chimanimani_s2_1019.h5,79,139,183,15983,0.1970,0.3624,0.3015,0.3292
chimanimani_s2_1264.h5,0,317,5,16062,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,23,102,219,16040,0.0669,0.1840,0.0950,0.1253
chimanimani_s2_1041.h5,40,6,313,16025,0.1114,0.8696,0.1133,0.2005
chimanimani_s2_1295.h5,21,0,319,16044,0.0618,1.0000,0.0618,0.1163
chimanimani_s2_1222.h5,4,317,0,16063,0.0125,0.0125,1.0000,0.0246
chimanimani_s2_1019.h5,0,316,0,16068,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,203,231,85,15865,0.3911,0.4677,0.7049,0.5623
chimanimani_s2_1390.h5,31,0,313,16040,0.0901,1.0000,0.0901,0.1653
chimanimani_s2_1223.h5,0,293,19,16072,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,17,294,16073,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,304,7,16073,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,46,301,8,16029,0.1296,0.1326,0.8519,0.2294
chimanimani_s2_1222.h5,85,0,307,15992,0.2168,1.0000,0.2168,0.3564
chimanimani_s2_1019.h5,143,109,197,15935,0.3185,0.5675,0.4206,0.4831
chimanimani_s2_1390.h5,0,0,306,16078,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,116,1,304,15963,0.2755,0.9915,0.2762,0.4320
chimanimani_s2_1223.h5,128,47,254,15955,0.2984,0.7314,0.3351,0.4596
chimanimani_s2_1041.h5,36,167,133,16048,0.1071,0.1773,0.2130,0.1935
chimanimani_s2_1019.h5,49,0,299,16036,0.1408,1.0000,0.1408,0.2469
chimanimani_s2_126.h5,152,0,299,15933,0.3370,1.0000,0.3370,0.5041
chimanimani_s2_1264.h5,0,294,0,16090,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,294,16090,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,1,2,290,16091,0.0034,0.3333,0.0034,0.0068
chimanimani_s2_1295.h5,65,11,281,16027,0.1821,0.8553,0.1879,0.3081
chimanimani_s2_1390.h5,56,258,34,16036,0.1609,0.1783,0.6222,0.2772
chimanimani_s2_1264.h5,73,104,187,16020,0.2005,0.4124,0.2808,0.3341
chimanimani_s2_1390.h5,8,62,228,16086,0.0268,0.1143,0.0339,0.0523
chimanimani_s2_1222.h5,129,45,245,15965,0.3079,0.7414,0.3449,0.4708
chimanimani_s2_1019.h5,0,288,0,16096,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,69,0,288,16027,0.1933,1.0000,0.1933,0.3239
chimanimani_s2_126.h5,0,287,0,16097,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,286,16098,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,15,0,284,16085,0.0502,1.0000,0.0502,0.0955
chimanimani_s2_126.h5,16,111,170,16087,0.0539,0.1260,0.0860,0.1022
chimanimani_s2_126.h5,29,118,161,16076,0.0942,0.1973,0.1526,0.1721
chimanimani_s2_1041.h5,0,278,0,16106,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,207,272,6,15899,0.4268,0.4322,0.9718,0.5983
chimanimani_s2_1041.h5,55,48,229,16052,0.1657,0.5340,0.1937,0.2842
chimanimani_s2_1264.h5,2,40,236,16106,0.0072,0.0476,0.0084,0.0143
chimanimani_s2_1019.h5,0,75,200,16109,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,275,16109,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,43,51,223,16067,0.1356,0.4574,0.1617,0.2389
chimanimani_s2_1019.h5,28,242,31,16083,0.0930,0.1037,0.4746,0.1702
chimanimani_s2_1041.h5,0,0,273,16111,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,114,37,235,15998,0.2953,0.7550,0.3266,0.4560
chimanimani_s2_126.h5,0,144,128,16112,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,1,40,231,16112,0.0037,0.0244,0.0043,0.0073
chimanimani_s2_1041.h5,0,220,51,16113,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,78,0,270,16036,0.2241,1.0000,0.2241,0.3662
chimanimani_s2_1390.h5,2,1,268,16113,0.0074,0.6667,0.0074,0.0147
chimanimani_s2_126.h5,229,80,188,15887,0.4608,0.7411,0.5492,0.6309
chimanimani_s2_1019.h5,12,227,40,16105,0.0430,0.0502,0.2308,0.0825
chimanimani_s2_1222.h5,0,0,267,16117,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,33,262,4,16085,0.1104,0.1119,0.8919,0.1988
chimanimani_s2_1390.h5,26,0,265,16093,0.0893,1.0000,0.0893,0.1640
chimanimani_s2_1295.h5,2,70,194,16118,0.0075,0.0278,0.0102,0.0149
chimanimani_s2_126.h5,265,194,66,15859,0.5048,0.5773,0.8006,0.6709
chimanimani_s2_1390.h5,41,18,241,16084,0.1367,0.6949,0.1454,0.2405
chimanimani_s2_1295.h5,22,109,148,16105,0.0789,0.1679,0.1294,0.1462
chimanimani_s2_1222.h5,0,225,32,16127,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,137,140,117,15990,0.3477,0.4946,0.5394,0.5160
chimanimani_s2_1223.h5,5,1,255,16123,0.0192,0.8333,0.0192,0.0376
chimanimani_s2_1264.h5,2,52,202,16128,0.0078,0.0370,0.0098,0.0155
chimanimani_s2_1041.h5,88,35,219,16042,0.2573,0.7154,0.2866,0.4093
chimanimani_s2_126.h5,0,0,252,16132,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,25,210,40,16109,0.0909,0.1064,0.3846,0.1667
chimanimani_s2_1264.h5,0,0,250,16134,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,248,0,16136,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,13,110,138,16123,0.0498,0.1057,0.0861,0.0949
chimanimani_s2_126.h5,0,247,0,16137,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,35,211,16138,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,237,8,16139,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,47,153,92,16092,0.1610,0.2350,0.3381,0.2773
chimanimani_s2_1390.h5,0,0,244,16140,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,497,2,241,15644,0.6716,0.9960,0.6734,0.8036
chimanimani_s2_1041.h5,2,107,134,16141,0.0082,0.0183,0.0147,0.0163
chimanimani_s2_1019.h5,94,86,151,16053,0.2840,0.5222,0.3837,0.4424
chimanimani_s2_1041.h5,0,125,111,16148,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,235,0,16149,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,20,8,226,16130,0.0787,0.7143,0.0813,0.1460
chimanimani_s2_1264.h5,7,0,234,16143,0.0290,1.0000,0.0290,0.0565
chimanimani_s2_1264.h5,0,233,0,16151,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,34,179,51,16120,0.1288,0.1596,0.4000,0.2282
chimanimani_s2_1264.h5,148,87,143,16006,0.3915,0.6298,0.5086,0.5627
chimanimani_s2_1223.h5,6,174,55,16149,0.0255,0.0333,0.0984,0.0498
chimanimani_s2_1295.h5,17,18,210,16139,0.0694,0.4857,0.0749,0.1298
chimanimani_s2_1223.h5,0,198,30,16156,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,224,0,16160,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,1,217,6,16160,0.0045,0.0046,0.1429,0.0089
chimanimani_s2_1019.h5,6,0,222,16156,0.0263,1.0000,0.0263,0.0513
chimanimani_s2_1390.h5,40,152,68,16124,0.1538,0.2083,0.3704,0.2667
chimanimani_s2_1222.h5,6,189,31,16158,0.0265,0.0308,0.1622,0.0517
chimanimani_s2_1295.h5,98,105,114,16067,0.3091,0.4828,0.4623,0.4723
chimanimani_s2_1222.h5,10,0,219,16155,0.0437,1.0000,0.0437,0.0837
chimanimani_s2_1223.h5,0,116,100,16168,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,65,37,179,16103,0.2313,0.6373,0.2664,0.3757
chimanimani_s2_1041.h5,64,0,214,16106,0.2302,1.0000,0.2302,0.3743
chimanimani_s2_1295.h5,0,6,206,16172,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,12,199,16173,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,165,104,107,16008,0.4388,0.6134,0.6066,0.6100
chimanimani_s2_1223.h5,0,6,204,16174,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,18,2,208,16156,0.0789,0.9000,0.0796,0.1463
chimanimani_s2_1223.h5,130,181,27,16046,0.3846,0.4180,0.8280,0.5556
chimanimani_s2_1295.h5,0,0,208,16176,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,207,0,16177,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,26,179,28,16151,0.1116,0.1268,0.4815,0.2008
chimanimani_s2_1222.h5,0,181,25,16178,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,48,157,16179,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,142,83,122,16037,0.4092,0.6311,0.5379,0.5808
chimanimani_s2_1041.h5,0,0,205,16179,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,143,61,16180,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,203,16181,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,201,16183,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,60,0,201,16123,0.2299,1.0000,0.2299,0.3738
chimanimani_s2_1041.h5,95,38,162,16089,0.3220,0.7143,0.3696,0.4872
chimanimani_s2_1041.h5,0,0,199,16185,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,199,16185,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,198,0,16186,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,39,0,198,16147,0.1646,1.0000,0.1646,0.2826
chimanimani_s2_1041.h5,0,197,0,16187,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,11,0,197,16176,0.0529,1.0000,0.0529,0.1005
chimanimani_s2_126.h5,0,0,197,16187,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,17,132,64,16171,0.0798,0.1141,0.2099,0.1478
chimanimani_s2_126.h5,0,193,1,16190,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,50,154,39,16141,0.2058,0.2451,0.5618,0.3413
chimanimani_s2_1041.h5,41,85,107,16151,0.1760,0.3254,0.2770,0.2993
chimanimani_s2_1223.h5,0,0,192,16192,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,190,0,16194,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,96,0,190,16098,0.3357,1.0000,0.3357,0.5026
chimanimani_s2_1295.h5,0,117,71,16196,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,165,23,16196,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,31,145,42,16166,0.1422,0.1761,0.4247,0.2490
chimanimani_s2_1295.h5,0,187,0,16197,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,28,179,5,16172,0.1321,0.1353,0.8485,0.2333
chimanimani_s2_1223.h5,0,183,0,16201,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,56,108,75,16145,0.2343,0.3415,0.4275,0.3797
chimanimani_s2_1264.h5,0,0,182,16202,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,178,3,16203,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,52,129,16203,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,2,0,181,16201,0.0109,1.0000,0.0109,0.0216
chimanimani_s2_1223.h5,0,0,181,16203,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,179,16205,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,177,0,16207,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,177,0,16207,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,87,26,150,16121,0.3308,0.7699,0.3671,0.4971
chimanimani_s2_1223.h5,0,0,175,16209,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,172,0,16212,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,19,13,158,16194,0.1000,0.5937,0.1073,0.1818
chimanimani_s2_1264.h5,0,1,170,16213,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,133,37,16214,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,170,16214,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,7,162,16215,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,169,16215,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,166,16218,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,122,43,16219,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,40,0,164,16180,0.1961,1.0000,0.1961,0.3279
chimanimani_s2_1041.h5,0,161,0,16223,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,21,6,154,16203,0.1160,0.7778,0.1200,0.2079
chimanimani_s2_126.h5,0,0,160,16224,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,159,0,16225,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,3,156,3,16222,0.0185,0.0189,0.5000,0.0364
chimanimani_s2_1295.h5,31,43,114,16196,0.1649,0.4189,0.2138,0.2831
chimanimani_s2_1390.h5,35,77,79,16193,0.1832,0.3125,0.3070,0.3097
chimanimani_s2_126.h5,0,0,155,16229,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,8,95,58,16223,0.0497,0.0777,0.1212,0.0947
chimanimani_s2_126.h5,48,98,54,16184,0.2400,0.3288,0.4706,0.3871
chimanimani_s2_1019.h5,2,8,144,16230,0.0130,0.2000,0.0137,0.0256
chimanimani_s2_126.h5,0,151,0,16233,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,15,51,100,16218,0.0904,0.2273,0.1304,0.1657
chimanimani_s2_1019.h5,29,1,149,16205,0.1620,0.9667,0.1629,0.2788
chimanimani_s2_1222.h5,0,150,0,16234,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,139,10,16235,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,72,76,16236,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,148,16236,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,147,0,16237,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,12,18,127,16227,0.0764,0.4000,0.0863,0.1420
chimanimani_s2_126.h5,0,89,55,16240,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,5,0,144,16235,0.0336,1.0000,0.0336,0.0649
chimanimani_s2_1019.h5,0,0,144,16240,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,143,16241,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,142,0,16242,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,127,14,16243,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,141,16243,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,140,0,16244,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,14,91,48,16231,0.0915,0.1333,0.2258,0.1677
chimanimani_s2_1041.h5,28,0,139,16217,0.1677,1.0000,0.1677,0.2872
chimanimani_s2_1390.h5,0,119,19,16246,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,137,0,16247,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,105,32,16247,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,137,16247,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,46,85,51,16202,0.2527,0.3511,0.4742,0.4035
chimanimani_s2_1390.h5,0,135,0,16249,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,134,16250,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,25,98,35,16226,0.1582,0.2033,0.4167,0.2732
chimanimani_s2_1019.h5,0,133,0,16251,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,133,16251,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,30,102,16252,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,10,0,132,16242,0.0704,1.0000,0.0704,0.1316
chimanimani_s2_1223.h5,49,0,130,16205,0.2737,1.0000,0.2737,0.4298
chimanimani_s2_1295.h5,0,0,130,16254,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,130,16254,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,119,57,72,16136,0.4798,0.6761,0.6230,0.6485
chimanimani_s2_126.h5,8,66,63,16247,0.0584,0.1081,0.1127,0.1103
chimanimani_s2_1390.h5,0,0,129,16255,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,21,14,114,16235,0.1409,0.6000,0.1556,0.2471
chimanimani_s2_1390.h5,0,0,124,16260,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,124,0,16260,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,124,16260,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,5,2,121,16256,0.0391,0.7143,0.0397,0.0752
chimanimani_s2_126.h5,2,67,55,16260,0.0161,0.0290,0.0351,0.0317
chimanimani_s2_1223.h5,0,121,0,16263,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,5,0,120,16259,0.0400,1.0000,0.0400,0.0769
chimanimani_s2_1019.h5,3,0,119,16262,0.0246,1.0000,0.0246,0.0480
chimanimani_s2_1019.h5,0,31,87,16266,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,118,16266,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,25,85,31,16243,0.1773,0.2273,0.4464,0.3012
chimanimani_s2_1390.h5,23,6,110,16245,0.1655,0.7931,0.1729,0.2840
chimanimani_s2_1041.h5,0,0,116,16268,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,115,0,16269,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,114,0,16270,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,9,105,16270,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,112,16272,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,111,16273,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,9,8,102,16265,0.0756,0.5294,0.0811,0.1406
chimanimani_s2_1019.h5,2,0,110,16272,0.0179,1.0000,0.0179,0.0351
chimanimani_s2_1222.h5,0,107,2,16275,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,109,16275,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,131,65,43,16145,0.5481,0.6684,0.7529,0.7081
chimanimani_s2_1295.h5,0,0,107,16277,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,34,72,16278,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,15,87,19,16263,0.1240,0.1471,0.4412,0.2206
chimanimani_s2_1264.h5,0,20,84,16280,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,104,16280,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,103,0,16281,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,16,46,57,16265,0.1345,0.2581,0.2192,0.2370
chimanimani_s2_1019.h5,7,0,103,16274,0.0636,1.0000,0.0636,0.1197
chimanimani_s2_126.h5,0,101,0,16283,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,2,97,16285,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,6,11,88,16279,0.0571,0.3529,0.0638,0.1081
chimanimani_s2_1222.h5,0,0,97,16287,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,11,11,86,16276,0.1019,0.5000,0.1134,0.1849
chimanimani_s2_1390.h5,0,31,64,16289,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,27,9,85,16263,0.2231,0.7500,0.2411,0.3649
chimanimani_s2_1223.h5,6,0,93,16285,0.0606,1.0000,0.0606,0.1143
chimanimani_s2_1222.h5,0,70,22,16292,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,67,24,16293,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,91,16293,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,89,16295,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,89,0,16295,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,42,46,16296,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,87,0,16297,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,87,0,16297,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,87,16297,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,86,0,16298,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,84,0,16300,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,8,61,23,16292,0.0870,0.1159,0.2581,0.1600
chimanimani_s2_1390.h5,0,0,84,16300,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,7,0,83,16294,0.0778,1.0000,0.0778,0.1443
chimanimani_s2_1295.h5,21,33,48,16282,0.2059,0.3889,0.3043,0.3415
chimanimani_s2_1264.h5,20,0,80,16284,0.2000,1.0000,0.2000,0.3333
chimanimani_s2_1295.h5,0,0,79,16305,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,79,16305,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,78,0,16306,0.0000,0.0000,0.0000,0.0000
