tile,tp,fp,fn,tn,iou,precision,recall,f1
chimanimani_s2_1041.h5,212,0,437,15735,0.3267,1.0000,0.3267,0.4925
chimanimani_s2_1264.h5,93,111,322,15858,0.1768,0.4559,0.2241,0.3005
chimanimani_s2_1223.h5,47,390,41,15906,0.0983,0.1076,0.5341,0.1790
chimanimani_s2_1041.h5,63,71,360,15890,0.1275,0.4701,0.1489,0.2262
chimanimani_s2_1223.h5,0,430,0,15954,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,25,388,42,15929,0.0549,0.0605,0.3731,0.1042
chimanimani_s2_1390.h5,122,207,221,15834,0.2218,0.3708,0.3557,0.3631
chimanimani_s2_1019.h5,76,248,179,15881,0.1511,0.2346,0.2980,0.2625
chimanimani_s2_1390.h5,0,425,0,15959,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,250,0,424,15710,0.3709,1.0000,0.3709,0.5411
chimanimani_s2_1223.h5,45,0,423,15916,0.0962,1.0000,0.0962,0.1754
chimanimani_s2_1223.h5,330,209,211,15634,0.4400,0.6122,0.6100,0.6111
chimanimani_s2_1390.h5,19,43,376,15946,0.0434,0.3065,0.0481,0.0832
chimanimani_s2_1019.h5,0,416,0,15968,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,26,389,15969,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,73,201,210,15900,0.1508,0.2664,0.2580,0.2621
chimanimani_s2_1390.h5,12,16,394,15962,0.0284,0.4286,0.0296,0.0553
chimanimani_s2_1041.h5,218,14,395,15757,0.3477,0.9397,0.3556,0.5160
chimanimani_s2_1041.h5,0,312,96,15976,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,69,316,92,15907,0.1447,0.1792,0.4286,0.2527
chimanimani_s2_1223.h5,0,0,408,15976,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,25,43,363,15953,0.0580,0.3676,0.0644,0.1096
chimanimani_s2_1390.h5,0,406,0,15978,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,12,362,40,15970,0.0290,0.0321,0.2308,0.0563
chimanimani_s2_1041.h5,143,173,228,15840,0.2629,0.4525,0.3854,0.4163
chimanimani_s2_126.h5,34,241,156,15953,0.0789,0.1236,0.1789,0.1462
chimanimani_s2_1390.h5,412,141,255,15576,0.5099,0.7450,0.6177,0.6754
chimanimani_s2_1223.h5,65,360,36,15923,0.1410,0.1529,0.6436,0.2471
chimanimani_s2_126.h5,0,354,38,15992,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,388,0,15996,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,173,145,242,15824,0.3089,0.5440,0.4169,0.4720
chimanimani_s2_1264.h5,25,0,387,15972,0.0607,1.0000,0.0607,0.1144
chimanimani_s2_1019.h5,83,123,263,15915,0.1770,0.4029,0.2399,0.3007
chimanimani_s2_1295.h5,161,288,94,15841,0.2965,0.3586,0.6314,0.4574
chimanimani_s2_1264.h5,5,354,22,16003,0.0131,0.0139,0.1852,0.0259
chimanimani_s2_1223.h5,27,24,351,15982,0.0672,0.5294,0.0714,0.1259
chimanimani_s2_1041.h5,11,248,125,16000,0.0286,0.0425,0.0809,0.0557
chimanimani_s2_1264.h5,20,0,373,15991,0.0509,1.0000,0.0509,0.0969
chimanimani_s2_1019.h5,2,94,277,16011,0.0054,0.0208,0.0072,0.0107
chimanimani_s2_1223.h5,0,0,370,16014,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,367,0,16017,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,136,169,195,15884,0.2720,0.4459,0.4109,0.4277
chimanimani_s2_126.h5,60,13,348,15963,0.1425,0.8219,0.1471,0.2495
chimanimani_s2_1264.h5,6,128,232,16018,0.0164,0.0448,0.0252,0.0323
chimanimani_s2_1222.h5,4,360,0,16020,0.0110,0.0110,1.0000,0.0217
chimanimani_s2_1295.h5,24,177,182,16001,0.0627,0.1194,0.1165,0.1179
chimanimani_s2_126.h5,100,356,2,15926,0.2183,0.2193,0.9804,0.3584
chimanimani_s2_126.h5,44,336,21,15983,0.1097,0.1158,0.6769,0.1978
chimanimani_s2_1264.h5,245,53,302,15784,0.4083,0.8221,0.4479,0.5799
chimanimani_s2_1041.h5,50,19,335,15980,0.1238,0.7246,0.1299,0.2203
chimanimani_s2_1041.h5,0,353,0,16031,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,353,0,16031,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,46,344,8,15986,0.1156,0.1179,0.8519,0.2072
chimanimani_s2_1295.h5,92,296,52,15944,0.2091,0.2371,0.6389,0.3459
chimanimani_s2_1223.h5,138,242,104,15900,0.2851,0.3632,0.5702,0.4437
chimanimani_s2_126.h5,0,345,0,16039,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,624,118,222,15420,0.6473,0.8410,0.7376,0.7859
chimanimani_s2_126.h5,7,9,331,16037,0.0202,0.4375,0.0207,0.0395
chimanimani_s2_1390.h5,0,339,0,16045,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,139,200,16045,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,319,19,16046,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,337,0,16047,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,48,50,286,16000,0.1250,0.4898,0.1437,0.2222
chimanimani_s2_1264.h5,0,328,7,16049,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,39,204,130,16011,0.1046,0.1605,0.2308,0.1893
chimanimani_s2_1019.h5,79,148,183,15974,0.1927,0.3480,0.3015,0.3231
chimanimani_s2_1019.h5,25,7,323,16029,0.0704,0.7812,0.0718,0.1316
chimanimani_s2_1222.h5,0,330,0,16054,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,211,328,2,15843,0.3900,0.3915,0.9906,0.5612
chimanimani_s2_1222.h5,44,0,328,16012,0.1183,1.0000,0.1183,0.2115
chimanimani_s2_126.h5,13,17,309,16045,0.0383,0.4333,0.0404,0.0739
chimanimani_s2_1390.h5,5,6,320,16053,0.0151,0.4545,0.0154,0.0298
chimanimani_s2_1222.h5,0,0,326,16058,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,326,16058,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,46,57,268,16013,0.1240,0.4466,0.1465,0.2206
chimanimani_s2_1390.h5,23,104,219,16038,0.0665,0.1811,0.0950,0.1247
chimanimani_s2_126.h5,16,153,170,16045,0.0472,0.0947,0.0860,0.0901
chimanimani_s2_1295.h5,18,0,322,16044,0.0529,1.0000,0.0529,0.1006
chimanimani_s2_1295.h5,6,0,322,16056,0.0183,1.0000,0.0183,0.0359
chimanimani_s2_1019.h5,143,123,197,15921,0.3089,0.5376,0.4206,0.4719
chimanimani_s2_1019.h5,204,236,84,15860,0.3893,0.4636,0.7083,0.5604
chimanimani_s2_1223.h5,128,64,254,15938,0.2870,0.6667,0.3351,0.4460
chimanimani_s2_1041.h5,46,9,307,16022,0.1271,0.8364,0.1303,0.2255
chimanimani_s2_1264.h5,149,173,142,15920,0.3211,0.4627,0.5120,0.4861
chimanimani_s2_1019.h5,0,313,0,16071,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,76,129,184,15995,0.1954,0.3707,0.2923,0.3269
chimanimani_s2_1390.h5,31,0,313,16040,0.0901,1.0000,0.0901,0.1653
chimanimani_s2_1295.h5,102,200,110,15972,0.2476,0.3377,0.4811,0.3969
chimanimani_s2_1223.h5,0,307,0,16077,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,306,16078,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,29,305,0,16050,0.0868,0.0868,1.0000,0.1598
chimanimani_s2_126.h5,22,0,305,16057,0.0673,1.0000,0.0673,0.1261
chimanimani_s2_1222.h5,90,0,302,15992,0.2296,1.0000,0.2296,0.3734
chimanimani_s2_1222.h5,6,268,31,16079,0.0197,0.0219,0.1622,0.0386
chimanimani_s2_1019.h5,50,0,298,16036,0.1437,1.0000,0.1437,0.2513
chimanimani_s2_126.h5,0,296,0,16088,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,12,71,224,16077,0.0391,0.1446,0.0508,0.0752
chimanimani_s2_1390.h5,0,0,294,16090,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,6,0,293,16085,0.0201,1.0000,0.0201,0.0393
chimanimani_s2_1041.h5,1,2,290,16091,0.0034,0.3333,0.0034,0.0068
chimanimani_s2_1295.h5,65,11,281,16027,0.1821,0.8553,0.1879,0.3081
chimanimani_s2_1041.h5,1,60,231,16092,0.0034,0.0164,0.0043,0.0068
chimanimani_s2_1222.h5,135,52,239,15958,0.3169,0.7219,0.3610,0.4813
chimanimani_s2_126.h5,266,225,65,15828,0.4784,0.5418,0.8036,0.6472
chimanimani_s2_1390.h5,0,281,8,16095,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,132,1,288,15963,0.3135,0.9925,0.3143,0.4774
chimanimani_s2_1390.h5,48,197,91,16048,0.1429,0.1959,0.3453,0.2500
chimanimani_s2_1295.h5,70,0,287,16027,0.1961,1.0000,0.1961,0.3279
chimanimani_s2_1019.h5,0,0,286,16098,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,284,0,16100,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,261,23,16100,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,155,128,16101,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,56,246,34,16048,0.1667,0.1854,0.6222,0.2857
chimanimani_s2_126.h5,172,0,279,15933,0.3814,1.0000,0.3814,0.5522
chimanimani_s2_1041.h5,55,49,229,16051,0.1652,0.5288,0.1937,0.2835
chimanimani_s2_1222.h5,0,10,267,16107,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,79,8,269,16028,0.2219,0.9080,0.2270,0.3632
chimanimani_s2_1041.h5,0,276,0,16108,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,43,52,223,16066,0.1352,0.4526,0.1617,0.2382
chimanimani_s2_1264.h5,0,0,275,16109,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,127,51,222,15984,0.3175,0.7135,0.3639,0.4820
chimanimani_s2_1041.h5,0,0,273,16111,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,221,51,16112,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,35,269,2,16078,0.1144,0.1151,0.9459,0.2053
chimanimani_s2_1390.h5,2,1,268,16113,0.0074,0.6667,0.0074,0.0147
chimanimani_s2_1264.h5,137,151,117,15979,0.3383,0.4757,0.5394,0.5055
chimanimani_s2_1390.h5,32,265,1,16086,0.1074,0.1077,0.9697,0.1939
chimanimani_s2_1041.h5,0,154,111,16119,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,1,240,24,16119,0.0038,0.0041,0.0400,0.0075
chimanimani_s2_1390.h5,29,0,262,16093,0.0997,1.0000,0.0997,0.1812
chimanimani_s2_1295.h5,2,67,194,16121,0.0076,0.0290,0.0102,0.0151
chimanimani_s2_1390.h5,41,18,241,16084,0.1367,0.6949,0.1454,0.2405
chimanimani_s2_126.h5,31,217,42,16094,0.1069,0.1250,0.4247,0.1931
chimanimani_s2_126.h5,225,65,192,15902,0.4668,0.7759,0.5396,0.6365
chimanimani_s2_1041.h5,0,257,0,16127,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,257,0,16127,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,3,55,201,16125,0.0116,0.0517,0.0147,0.0229
chimanimani_s2_1041.h5,88,37,219,16040,0.2558,0.7040,0.2866,0.4074
chimanimani_s2_1223.h5,6,1,254,16123,0.0230,0.8571,0.0231,0.0449
chimanimani_s2_1019.h5,25,55,199,16105,0.0896,0.3125,0.1116,0.1645
chimanimani_s2_126.h5,0,0,252,16132,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,41,211,16132,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,66,91,160,16067,0.2082,0.4204,0.2920,0.3446
chimanimani_s2_1264.h5,0,0,250,16134,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,249,0,16135,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,120,129,16135,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,13,111,138,16122,0.0496,0.1048,0.0861,0.0945
chimanimani_s2_126.h5,0,248,0,16136,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,1,240,6,16137,0.0040,0.0041,0.1429,0.0081
chimanimani_s2_1390.h5,0,0,244,16140,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,497,2,241,15644,0.6716,0.9960,0.6734,0.8036
chimanimani_s2_1295.h5,21,92,149,16122,0.0802,0.1858,0.1235,0.1484
chimanimani_s2_1222.h5,20,13,226,16125,0.0772,0.6061,0.0813,0.1434
chimanimani_s2_1222.h5,0,206,32,16146,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,235,0,16149,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,28,204,31,16121,0.1065,0.1207,0.4746,0.1924
chimanimani_s2_1041.h5,41,127,107,16109,0.1491,0.2440,0.2770,0.2595
chimanimani_s2_1264.h5,7,0,234,16143,0.0290,1.0000,0.0290,0.0565
chimanimani_s2_1041.h5,34,182,51,16117,0.1273,0.1574,0.4000,0.2259
chimanimani_s2_1295.h5,0,33,199,16152,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,65,53,179,16087,0.2189,0.5508,0.2664,0.3591
chimanimani_s2_1019.h5,0,33,199,16152,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,200,30,16154,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,27,29,200,16128,0.1055,0.4821,0.1189,0.1908
chimanimani_s2_1223.h5,6,174,55,16149,0.0255,0.0333,0.0984,0.0498
chimanimani_s2_126.h5,0,228,0,16156,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,228,0,16156,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,157,71,16156,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,3,222,3,16156,0.0132,0.0133,0.5000,0.0260
chimanimani_s2_1019.h5,0,223,0,16161,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,40,153,68,16123,0.1533,0.2073,0.3704,0.2658
chimanimani_s2_1295.h5,0,64,157,16163,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,17,204,16163,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,167,112,105,16000,0.4349,0.5986,0.6140,0.6062
chimanimani_s2_1222.h5,0,195,22,16167,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,13,0,216,16155,0.0568,1.0000,0.0568,0.1074
chimanimani_s2_1223.h5,130,188,27,16039,0.3768,0.4088,0.8280,0.5474
chimanimani_s2_1223.h5,25,175,40,16144,0.1042,0.1250,0.3846,0.1887
chimanimani_s2_1019.h5,26,187,28,16143,0.1079,0.1221,0.4815,0.1948
chimanimani_s2_1019.h5,13,0,215,16156,0.0570,1.0000,0.0570,0.1079
chimanimani_s2_1019.h5,150,100,114,16020,0.4121,0.6000,0.5682,0.5837
chimanimani_s2_1041.h5,65,0,213,16106,0.2338,1.0000,0.2338,0.3790
chimanimani_s2_1041.h5,0,197,14,16173,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,210,0,16174,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,56,134,75,16119,0.2113,0.2947,0.4275,0.3489
chimanimani_s2_1041.h5,0,0,205,16179,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,57,0,204,16123,0.2184,1.0000,0.2184,0.3585
chimanimani_s2_1019.h5,0,0,203,16181,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,32,170,16182,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,25,166,35,16158,0.1106,0.1309,0.4167,0.1992
chimanimani_s2_1222.h5,0,0,201,16183,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,200,0,16184,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,5,124,76,16179,0.0244,0.0388,0.0617,0.0476
chimanimani_s2_1295.h5,9,0,199,16176,0.0433,1.0000,0.0433,0.0829
chimanimani_s2_1041.h5,0,0,199,16185,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,39,0,198,16147,0.1646,1.0000,0.1646,0.2826
chimanimani_s2_126.h5,0,0,197,16187,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,195,1,16188,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,13,0,195,16176,0.0625,1.0000,0.0625,0.1176
chimanimani_s2_1019.h5,94,43,151,16096,0.3264,0.6861,0.3837,0.4921
chimanimani_s2_1223.h5,0,93,100,16191,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,192,16192,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,95,0,191,16098,0.3322,1.0000,0.3322,0.4987
chimanimani_s2_1223.h5,0,190,0,16194,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,190,0,16194,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,1,29,161,16193,0.0052,0.0333,0.0062,0.0104
chimanimani_s2_126.h5,53,153,36,16142,0.2190,0.2573,0.5955,0.3593
chimanimani_s2_1041.h5,94,20,163,16107,0.3394,0.8246,0.3658,0.5067
chimanimani_s2_1264.h5,0,0,182,16202,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,162,19,16203,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,181,16203,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,20,30,150,16184,0.1000,0.4000,0.1176,0.1818
chimanimani_s2_1295.h5,0,136,43,16205,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,179,16205,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,87,27,150,16120,0.3295,0.7632,0.3671,0.4957
chimanimani_s2_1295.h5,0,75,102,16207,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,121,55,16208,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,175,16209,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,8,0,175,16201,0.0437,1.0000,0.0437,0.0838
chimanimani_s2_1041.h5,19,14,158,16193,0.0995,0.5758,0.1073,0.1810
chimanimani_s2_1223.h5,0,0,169,16215,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,21,14,154,16195,0.1111,0.6000,0.1200,0.2000
chimanimani_s2_1222.h5,0,167,0,16217,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,166,16218,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,163,0,16221,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,86,76,16222,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,162,0,16222,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,31,47,114,16192,0.1615,0.3974,0.2138,0.2780
chimanimani_s2_1222.h5,0,160,0,16224,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,14,112,48,16210,0.0805,0.1111,0.2258,0.1489
chimanimani_s2_126.h5,0,0,160,16224,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,159,0,16225,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,156,0,16228,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,534,154,2,15694,0.7739,0.7762,0.9963,0.8725
chimanimani_s2_1222.h5,15,56,100,16213,0.0877,0.2113,0.1304,0.1613
chimanimani_s2_126.h5,0,0,155,16229,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,29,4,149,16202,0.1593,0.8788,0.1629,0.2749
chimanimani_s2_1041.h5,0,152,0,16232,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,142,10,16232,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,148,3,16233,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,53,0,151,16180,0.2598,1.0000,0.2598,0.4125
chimanimani_s2_1019.h5,2,65,85,16232,0.0132,0.0299,0.0230,0.0260
chimanimani_s2_1222.h5,12,23,127,16222,0.0741,0.3429,0.0863,0.1379
chimanimani_s2_1295.h5,0,149,0,16235,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,148,16236,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,7,8,139,16230,0.0455,0.4667,0.0479,0.0870
chimanimani_s2_1295.h5,131,102,43,16108,0.4746,0.5622,0.7529,0.6437
chimanimani_s2_1223.h5,0,144,0,16240,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,144,16240,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,143,0,16241,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,6,0,143,16235,0.0403,1.0000,0.0403,0.0774
chimanimani_s2_126.h5,0,0,143,16241,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,124,74,67,16119,0.4679,0.6263,0.6492,0.6375
chimanimani_s2_1041.h5,0,0,141,16243,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,39,65,75,16205,0.2179,0.3750,0.3421,0.3578
chimanimani_s2_1223.h5,0,107,32,16245,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,29,0,138,16217,0.1737,1.0000,0.1737,0.2959
chimanimani_s2_1223.h5,0,0,137,16247,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,3,82,54,16245,0.0216,0.0353,0.0526,0.0423
chimanimani_s2_1019.h5,0,98,37,16249,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,134,16250,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,8,70,63,16243,0.0567,0.1026,0.1127,0.1074
chimanimani_s2_126.h5,0,0,133,16251,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,10,0,132,16242,0.0704,1.0000,0.0704,0.1316
chimanimani_s2_1264.h5,4,50,80,16250,0.0299,0.0741,0.0476,0.0580
chimanimani_s2_1223.h5,49,0,130,16205,0.2737,1.0000,0.2737,0.4298
chimanimani_s2_1295.h5,0,0,130,16254,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,130,16254,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,129,16255,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,39,70,58,16217,0.2335,0.3578,0.4021,0.3786
chimanimani_s2_1295.h5,42,106,21,16215,0.2485,0.2838,0.6667,0.3981
chimanimani_s2_1264.h5,21,12,114,16237,0.1429,0.6364,0.1556,0.2500
chimanimani_s2_1295.h5,0,20,105,16259,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,124,16260,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,124,16260,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,5,2,121,16256,0.0391,0.7143,0.0397,0.0752
chimanimani_s2_1390.h5,23,11,110,16240,0.1597,0.6765,0.1729,0.2754
chimanimani_s2_1019.h5,3,2,119,16260,0.0242,0.6000,0.0246,0.0472
chimanimani_s2_1222.h5,5,0,120,16259,0.0400,1.0000,0.0400,0.0769
chimanimani_s2_1041.h5,25,88,31,16240,0.1736,0.2212,0.4464,0.2959
chimanimani_s2_1019.h5,0,0,118,16266,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,71,46,16267,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,101,15,16268,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,116,16268,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,115,0,16269,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,4,111,16269,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,108,5,16271,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,112,0,16272,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,112,16272,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,110,0,16274,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,38,72,16274,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,52,57,16275,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,12,10,99,16263,0.0992,0.5455,0.1081,0.1805
chimanimani_s2_1019.h5,4,0,108,16272,0.0357,1.0000,0.0357,0.0690
chimanimani_s2_1041.h5,0,107,0,16277,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,107,16277,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,107,0,16277,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,15,88,19,16262,0.1230,0.1456,0.4412,0.2190
chimanimani_s2_1019.h5,0,105,0,16279,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,4,0,105,16275,0.0367,1.0000,0.0367,0.0708
chimanimani_s2_1041.h5,0,104,0,16280,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,104,16280,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,16,46,57,16265,0.1345,0.2581,0.2192,0.2370
chimanimani_s2_1264.h5,0,103,0,16281,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,101,0,16283,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,101,0,16283,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,6,11,88,16279,0.0571,0.3529,0.0638,0.1081
chimanimani_s2_1295.h5,0,98,0,16286,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,97,0,16287,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,97,0,16287,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,33,64,16287,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,97,16287,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,2,0,95,16287,0.0206,1.0000,0.0206,0.0404
chimanimani_s2_1019.h5,18,3,92,16271,0.1593,0.8571,0.1636,0.2748
chimanimani_s2_1264.h5,11,9,86,16278,0.1038,0.5500,0.1134,0.1880
chimanimani_s2_1041.h5,0,94,0,16290,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,93,0,16291,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,6,0,93,16285,0.0606,1.0000,0.0606,0.1143
